District,Soil_Type,Crop_Name,N_kg_ha,P2O5_kg_ha,K2O_kg_ha,Zn_kg_ha,S_kg_ha,Recommended_pH,Turbidity_NTU,Water_Temp_C,Weather,Fertilizer
Amravati,Clay,Soybean,39.8,54.9,54.2,4.1,19.7,7.4,7.1,33.4,Winter,DAP
Gondia,Clay,Rice,103.2,46.5,51.0,3.8,13.4,7.6,10.0,28.3,Moderate Rainfall,DAP
Gadchiroli,Red,Rice,136.1,75.1,61.7,4.1,13.8,6.4,3.5,33.1,Monsoon,Urea
Wardha,Black,Cotton,100.4,49.2,67.3,4.0,16.1,7.5,3.3,26.0,Moderate Rainfall,NPK 19:19:19
Nashik,Alluvial,Maize,132.9,68.6,53.5,3.0,16.6,7.1,5.5,32.2,Winter,Superphosphate
Solapur,Sandy,Bajra,109.2,39.2,46.5,2.7,15.7,7.2,8.3,29.5,Semi-Arid,NPK 12:32:16
Nagpur,Clay,Wheat,125.8,53.1,50.9,3.6,20.4,6.6,6.7,35.1,Moderate Rainfall,Urea
Nandurbar,Red,Cotton,105.2,63.2,65.9,3.5,23.2,6.9,10.2,29.1,Post-Monsoon,NPK 19:19:19
Parbhani,Red,Cotton,128.8,70.4,71.9,3.8,24.1,6.5,15.8,35.6,Semi-Arid,Urea
Mumbai Suburban,Sandy,Vegetables,192.2,66.4,120.9,2.8,19.6,7.3,5.4,27.4,Monsoon,Vermicompost
Mumbai City,Red,Rice,131.6,57.2,60.5,4.8,11.2,7.1,2.0,28.8,Humid,DAP
Latur,Black,Sorghum,86.0,40.0,47.6,3.5,16.9,8.3,14.3,30.1,Summer,Ammonium Sulphate
Akola,Clay,Soybean,32.7,61.1,44.2,3.4,26.5,7.3,9.7,29.2,Monsoon,NPK 12:32:16
Amravati,Red,Pigeon Pea,31.4,63.2,36.8,4.0,18.9,6.8,7.6,29.1,Winter,Complex Fertilizer
Akola,Black,Soybean,31.2,57.7,58.5,5.3,17.5,7.3,7.6,33.4,Monsoon,DAP
Ratnagiri,Sandy,Coconut,641.0,409.8,1636.1,9.6,32.4,7.0,7.6,27.5,Heavy Rainfall,Ammonium Sulphate
Mumbai City,Laterite,Rice,120.8,77.6,62.6,4.5,18.4,5.9,4.2,31.8,Post-Monsoon,NPK 12:32:16
Pune,Alluvial,Sugarcane,240.1,110.6,164.2,9.2,46.2,7.2,4.6,34.0,Winter,DAP
Dhule,Alluvial,Cotton,115.5,38.5,40.8,2.6,24.8,6.7,6.0,29.6,Moderate Rainfall,NPK 19:19:19
Nagpur,Clay,Soybean,36.5,70.3,49.5,4.0,24.7,7.8,11.8,31.7,Monsoon,DAP
Nandurbar,Alluvial,Maize,126.9,59.0,54.6,4.0,24.2,6.9,7.7,30.4,Moderate Rainfall,DAP
Ahmednagar,Black,Wheat,113.5,63.4,70.7,2.4,18.6,8.0,12.5,31.5,Pre-Monsoon,DAP
Hingoli,Red,Cotton,160.6,53.5,52.2,3.0,20.7,6.4,10.1,30.8,Dry,NPK 19:19:19
Ahmednagar,Red,Cotton,130.6,55.0,46.2,4.5,25.4,7.2,3.6,27.8,Pre-Monsoon,Urea
Thane,Sandy,Coconut,639.0,427.4,1959.5,13.3,43.2,6.5,6.9,25.0,Monsoon,MOP
Nagpur,Black,Cotton,91.4,43.3,75.9,5.6,23.9,7.6,3.5,27.0,Moderate Rainfall,NPK 19:19:19
Akola,Black,Soybean,36.4,68.1,50.9,4.8,17.6,7.4,9.6,34.9,Monsoon,DAP
Nashik,Alluvial,Wheat,114.9,51.0,62.5,4.5,25.8,7.4,4.1,27.4,Moderate Rainfall,Urea
Solapur,Sandy,Wheat,144.5,55.0,69.4,4.4,20.7,6.6,8.0,33.8,Winter,NPK 12:32:16
Akola,Black,Cotton,120.8,55.1,70.3,2.6,19.4,8.4,9.7,27.9,Winter,Urea
Sindhudurg,Laterite,Coconut,719.3,414.8,1425.8,14.0,32.4,5.9,8.0,30.0,Monsoon,Superphosphate
Beed,Black,Cotton,126.6,58.3,48.8,3.1,22.7,7.7,8.7,35.2,Semi-Arid,NPK 19:19:19
Ratnagiri,Sandy,Rice,134.1,62.4,49.8,4.0,11.3,5.9,2.8,26.9,Post-Monsoon,NPK 12:32:16
Bhandara,Black,Soybean,36.5,59.8,51.8,3.0,14.5,7.7,3.1,32.2,Monsoon,NPK 12:32:16
Bhandara,Red,Rice,107.6,60.5,59.0,3.7,16.1,6.4,13.1,27.8,Post-Monsoon,DAP
Ahmednagar,Clay,Sugarcane,249.9,116.5,216.6,8.6,42.9,8.0,3.6,32.4,Post-Monsoon,Urea
Mumbai Suburban,Laterite,Rice,140.0,81.2,52.0,3.8,10.7,5.6,6.0,26.7,Post-Monsoon,DAP
Parbhani,Sandy,Bajra,95.9,34.7,43.4,2.7,12.5,6.2,10.7,37.2,Post-Monsoon,Urea
Satara,Red,Maize,154.7,86.8,57.0,7.1,17.6,5.6,6.1,31.4,Post-Monsoon,NPK 12:32:16
Aurangabad,Red,Soybean,34.5,83.7,62.7,4.2,17.4,6.0,19.3,36.7,Post-Monsoon,NPK 12:32:16
Pune,Red,Vegetables,143.2,64.6,92.1,5.4,28.6,5.7,9.5,30.3,Moderate Rainfall,Organic Compost
Mumbai City,Red,Rice,101.8,50.6,54.7,5.1,13.8,6.3,8.0,26.6,Monsoon,NPK 12:32:16
Jalgaon,Black,Cotton,99.3,50.1,69.7,5.3,20.0,8.1,6.9,30.5,Post-Monsoon,Complex Fertilizer
Gondia,Clay,Wheat,119.1,62.1,53.6,4.2,18.2,6.6,5.8,30.1,Post-Monsoon,DAP
Satara,Alluvial,Sugarcane,214.8,106.3,186.0,7.4,30.2,6.4,11.6,34.3,Winter,Complex Fertilizer
Pune,Red,Vegetables,111.6,69.0,93.5,5.2,26.0,5.4,10.1,31.2,Moderate Rainfall,Organic Compost
Mumbai City,Red,Rice,93.7,57.2,69.4,5.5,13.2,6.3,8.1,29.2,Monsoon,NPK 12:32:16
Ahmednagar,Black,Sugarcane,201.6,99.4,159.5,9.0,34.5,8.0,5.9,32.9,Post-Monsoon,NPK 19:19:19
Kolhapur,Black,Sugarcane,201.9,104.5,253.3,7.3,31.9,8.4,3.8,30.8,Pre-Monsoon,DAP
Raigad,Red,Rice,97.9,58.2,70.2,4.5,18.3,6.6,2.2,31.0,Heavy Rainfall,Urea
Buldhana,Clay,Soybean,33.2,81.9,53.5,3.9,19.7,7.8,10.5,34.9,Winter,DAP
Palghar,Red,Rice,118.5,69.8,57.4,4.7,10.4,5.9,7.9,33.1,Humid,DAP
Wardha,Red,Cotton,156.6,70.7,47.7,4.9,24.9,6.1,3.8,30.4,Monsoon,Urea
Osmanabad,Sandy,Bajra,74.7,30.0,47.0,4.4,12.0,7.3,16.8,30.3,Post-Monsoon,Superphosphate
Palghar,Red,Rice,114.8,68.4,66.2,4.9,9.5,6.2,8.7,33.2,Humid,DAP
Nagpur,Red,Cotton,105.8,49.7,51.3,2.9,26.1,5.7,9.9,26.6,Post-Monsoon,DAP
Washim,Clay,Cotton,130.6,64.2,46.0,3.9,22.3,6.9,6.5,25.1,Winter,Complex Fertilizer
Bhandara,Clay,Rice,116.5,43.7,48.2,4.3,18.4,6.4,10.0,30.6,Post-Monsoon,NPK 12:32:16
Buldhana,Clay,Wheat,85.7,57.4,58.7,4.8,21.2,7.1,11.1,29.8,Moderate Rainfall,NPK 12:32:16
Sindhudurg,Laterite,Coconut,672.7,441.9,1744.8,13.1,36.5,6.1,6.6,30.8,Monsoon,Superphosphate
Washim,Clay,Cotton,116.7,36.5,52.2,3.9,18.5,7.6,8.1,32.5,Monsoon,DAP
Osmanabad,Black,Sorghum,96.8,38.7,40.7,3.4,12.8,7.8,14.9,33.1,Summer,Superphosphate
Buldhana,Black,Cotton,120.6,48.9,52.2,4.9,21.3,7.7,6.3,27.4,Moderate Rainfall,NPK 19:19:19
Osmanabad,Black,Sorghum,84.7,44.4,49.1,3.5,12.9,7.6,16.0,32.6,Summer,Superphosphate
Buldhana,Black,Cotton,143.7,52.2,45.7,4.6,17.7,7.2,5.6,28.7,Moderate Rainfall,NPK 19:19:19
Palghar,Laterite,Rice,117.4,78.8,59.3,3.7,16.9,5.1,3.7,29.7,Monsoon,Urea
Ratnagiri,Red,Mango,137.4,85.2,147.2,9.1,31.6,6.5,4.4,28.0,Post-Monsoon,Organic Compost
Akola,Red,Soybean,49.0,74.5,44.7,4.4,25.3,6.1,4.1,28.9,Winter,Superphosphate
Ahmednagar,Clay,Cotton,155.6,42.7,47.7,4.7,27.6,7.4,6.6,30.0,Pre-Monsoon,Complex Fertilizer
Jalgaon,Black,Cotton,102.1,57.1,41.3,4.0,21.9,8.2,4.5,27.5,Winter,Complex Fertilizer
Palghar,Sandy,Vegetables,185.9,65.8,111.3,3.2,27.8,6.1,4.4,25.0,Post-Monsoon,NPK 12:32:16
Sindhudurg,Laterite,Rice,127.8,90.4,75.8,4.5,20.1,6.0,7.1,25.0,Humid,DAP
Nashik,Alluvial,Wheat,102.6,51.4,52.0,4.0,25.1,7.3,3.7,29.3,Moderate Rainfall,Urea
Yavatmal,Red,Soybean,40.0,65.2,57.1,2.6,25.9,5.5,9.9,31.6,Winter,NPK 12:32:16
Washim,Clay,Cotton,98.1,40.1,66.2,3.2,21.2,8.0,8.4,33.1,Post-Monsoon,Urea
Solapur,Red,Cotton,125.6,60.9,46.9,2.6,21.3,6.2,9.5,28.4,Moderate Rainfall,NPK 19:19:19
Amravati,Red,Soybean,35.7,72.4,60.5,4.3,16.4,6.1,5.5,27.4,Monsoon,Superphosphate
Ahmednagar,Red,Cotton,105.8,57.8,58.2,2.8,28.1,6.9,9.3,28.2,Moderate Rainfall,Complex Fertilizer
Parbhani,Black,Cotton,75.5,41.4,51.6,3.0,22.6,8.0,8.5,36.0,Summer,Urea
Hingoli,Red,Cotton,151.5,76.6,52.2,4.2,18.4,5.9,12.1,32.5,Summer,Complex Fertilizer
Chandrapur,Black,Cotton,142.5,49.6,52.3,3.4,24.2,7.9,5.1,30.2,Moderate Rainfall,DAP
Buldhana,Black,Cotton,92.9,42.9,65.7,2.8,28.8,7.8,5.3,32.5,Post-Monsoon,DAP
Mumbai City,Laterite,Rice,173.8,76.4,66.1,4.6,16.7,5.9,2.1,29.5,Humid,DAP
Jalgaon,Red,Cotton,152.9,61.4,36.1,5.1,21.1,5.3,7.5,32.7,Moderate Rainfall,Complex Fertilizer
Osmanabad,Red,Cotton,140.7,66.9,49.4,3.4,27.5,6.7,11.2,35.8,Semi-Arid,NPK 19:19:19
Mumbai Suburban,Sandy,Vegetables,137.4,81.8,105.1,2.8,29.2,7.3,3.4,29.3,Heavy Rainfall,MOP
Jalna,Red,Cotton,130.1,71.9,49.3,4.5,21.6,6.1,9.5,35.5,Summer,DAP
Nanded,Red,Soybean,38.8,107.4,57.2,3.1,22.4,5.7,13.8,32.0,Dry,Superphosphate
Washim,Black,Soybean,35.9,69.5,46.9,2.6,21.5,8.0,9.2,30.5,Winter,Superphosphate
Raigad,Red,Rice,111.6,59.9,54.3,2.8,17.2,6.6,8.6,31.0,Post-Monsoon,NPK 12:32:16
Jalna,Red,Cotton,176.0,49.5,42.8,4.7,25.3,5.7,20.3,32.1,Post-Monsoon,Complex Fertilizer
Jalna,Sandy,Bajra,109.5,40.0,44.8,3.2,11.9,6.3,12.9,28.3,Dry,Urea
Kolhapur,Alluvial,Sugarcane,252.2,80.8,204.4,7.8,35.1,7.5,4.6,29.2,Moderate Rainfall,Urea
Solapur,Red,Cotton,161.4,61.6,49.1,3.3,20.9,7.0,9.0,31.0,Post-Monsoon,NPK 19:19:19
Akola,Black,Cotton,111.6,34.6,46.0,4.0,19.5,8.2,7.0,30.4,Post-Monsoon,DAP
Aurangabad,Sandy,Bajra,70.8,48.4,41.5,2.6,16.8,7.0,10.3,35.1,Post-Monsoon,Ammonium Sulphate
Sangli,Red,Sugarcane,211.7,97.3,248.3,4.6,30.2,5.2,6.7,30.6,Pre-Monsoon,Complex Fertilizer
Satara,Alluvial,Sugarcane,237.9,78.0,141.6,11.4,30.7,7.2,9.7,33.1,Post-Monsoon,NPK 19:19:19
Mumbai City,Laterite,Rice,164.8,75.2,74.8,4.0,16.2,6.0,1.8,27.0,Humid,DAP
Mumbai City,Red,Rice,126.7,55.8,56.5,2.8,15.6,5.9,5.8,27.7,Post-Monsoon,NPK 12:32:16
Nandurbar,Red,Maize,129.1,83.7,40.1,4.3,19.5,6.0,4.4,25.6,Winter,Ammonium Sulphate
Thane,Sandy,Rice,166.4,53.8,66.2,4.8,19.6,6.4,2.8,28.4,Post-Monsoon,NPK 12:32:16
Nandurbar,Alluvial,Maize,121.8,68.6,55.6,6.7,26.6,7.1,11.7,34.4,Monsoon,Superphosphate
Satara,Black,Sugarcane,280.6,96.3,199.9,6.2,36.1,8.4,6.5,27.2,Post-Monsoon,Complex Fertilizer
Yavatmal,Black,Cotton,97.3,46.8,56.6,2.8,23.3,8.4,7.6,33.7,Winter,Complex Fertilizer
Yavatmal,Clay,Cotton,132.5,53.4,44.0,5.1,20.0,6.9,6.2,26.4,Post-Monsoon,DAP
Satara,Alluvial,Sugarcane,204.5,114.0,155.5,6.7,30.1,6.6,11.1,34.0,Winter,Complex Fertilizer
Kolhapur,Alluvial,Sugarcane,276.0,87.6,177.6,5.2,27.4,6.6,6.6,26.6,Winter,NPK 19:19:19
Parbhani,Red,Cotton,113.9,68.2,64.9,3.6,23.0,6.3,19.3,36.6,Semi-Arid,Urea
Dhule,Red,Cotton,128.9,42.9,44.5,2.9,20.9,5.6,12.4,29.3,Winter,NPK 19:19:19
Nandurbar,Black,Cotton,106.1,55.3,51.2,2.7,18.8,7.0,9.8,32.3,Post-Monsoon,Urea
Jalgaon,Black,Cotton,113.1,57.4,42.4,3.7,22.3,8.2,3.9,27.1,Winter,Complex Fertilizer
Latur,Red,Soybean,40.0,79.0,50.1,3.5,21.6,6.2,13.1,33.9,Post-Monsoon,NPK 12:32:16
Nagpur,Red,Cotton,125.3,65.5,70.9,4.6,24.1,5.6,7.4,26.4,Monsoon,DAP
Amravati,Red,Pigeon Pea,31.6,59.4,34.2,3.9,18.5,6.6,7.3,28.6,Winter,Complex Fertilizer
Dhule,Black,Cotton,100.5,58.4,38.8,3.0,27.8,8.0,6.9,36.6,Winter,NPK 19:19:19
Nandurbar,Alluvial,Maize,132.2,71.5,46.2,6.7,25.8,6.8,10.6,32.6,Monsoon,Superphosphate
Wardha,Black,Sorghum,77.8,45.7,53.0,3.2,16.6,7.2,9.7,32.3,Winter,NPK 12:32:16
Pune,Red,Vegetables,134.1,63.5,83.0,5.0,25.7,5.7,8.7,32.4,Moderate Rainfall,Organic Compost
Raigad,Laterite,Rice,122.7,68.0,64.8,3.8,8.7,6.0,4.5,26.8,Monsoon,Urea
Sindhudurg,Sandy,Coconut,679.2,454.4,1428.8,9.2,24.1,6.8,6.3,29.5,Monsoon,NPK 12:32:16
Raigad,Sandy,Coconut,707.9,370.3,1648.8,8.7,39.6,7.4,1.7,28.9,Heavy Rainfall,Superphosphate
Jalna,Black,Sorghum,64.4,48.8,39.1,6.0,13.7,7.6,14.9,35.4,Dry,Vermicompost
Osmanabad,Sandy,Bajra,92.8,36.0,43.4,4.7,12.0,7.2,14.1,30.0,Post-Monsoon,Superphosphate
Kolhapur,Black,Sugarcane,240.0,91.0,235.5,7.6,37.4,8.1,4.0,29.2,Pre-Monsoon,DAP
Mumbai Suburban,Sandy,Vegetables,104.6,63.3,101.1,3.9,25.6,7.0,6.2,28.2,Humid,NPK 12:32:16
Nashik,Black,Onion,134.8,73.7,88.9,3.0,24.5,7.6,6.4,27.9,Winter,DAP
Bhandara,Red,Rice,116.5,73.5,51.3,4.1,16.1,6.2,10.6,27.5,Post-Monsoon,DAP
Jalna,Black,Sorghum,84.5,43.0,51.9,3.2,16.8,7.7,16.0,30.5,Summer,DAP
Dhule,Red,Cotton,104.7,56.3,48.7,2.9,18.9,5.6,12.3,28.2,Winter,NPK 19:19:19
Parbhani,Black,Sorghum,81.3,48.3,51.7,4.5,22.6,8.1,19.4,33.3,Dry,Organic Compost
Dhule,Black,Cotton,96.5,53.5,62.3,5.4,18.1,7.9,8.6,34.7,Post-Monsoon,Complex Fertilizer
Osmanabad,Black,Sorghum,104.7,42.3,43.4,3.4,12.9,7.2,14.6,33.1,Summer,Superphosphate
Amravati,Clay,Soybean,33.2,67.9,50.9,4.6,19.3,7.6,8.2,32.8,Winter,DAP
Ratnagiri,Sandy,Rice,114.6,61.0,50.5,4.1,10.7,6.4,2.6,27.0,Post-Monsoon,NPK 12:32:16
Dhule,Black,Cotton,106.7,55.2,46.0,3.4,26.2,8.0,7.4,35.5,Winter,NPK 19:19:19
Nagpur,Red,Soybean,43.7,95.0,52.7,3.8,19.3,6.4,11.4,33.0,Winter,DAP
Ratnagiri,Sandy,Coconut,671.1,279.9,1372.6,12.5,26.7,6.7,7.6,27.1,Monsoon,Ammonium Sulphate
Nanded,Red,Cotton,128.2,61.7,52.1,5.2,25.9,6.7,12.5,32.6,Post-Monsoon,Complex Fertilizer
Ratnagiri,Sandy,Coconut,646.1,403.8,1780.2,9.0,30.1,6.6,6.1,25.0,Heavy Rainfall,Ammonium Sulphate
Gadchiroli,Red,Rice,137.3,54.5,52.1,3.3,15.0,6.9,4.3,28.9,Moderate Rainfall,NPK 12:32:16
Nagpur,Clay,Wheat,119.3,50.8,52.1,3.3,20.0,6.9,6.5,33.9,Moderate Rainfall,Urea
Buldhana,Red,Cotton,148.6,60.1,53.4,4.4,15.9,6.2,10.0,35.0,Monsoon,NPK 19:19:19
Sangli,Alluvial,Sugarcane,220.1,93.9,186.0,7.9,28.4,7.0,6.5,31.6,Post-Monsoon,Urea
Nashik,Red,Cotton,112.6,71.5,56.2,3.1,18.4,6.2,5.0,26.6,Winter,DAP
Hingoli,Sandy,Pigeon Pea,32.7,54.0,28.4,4.6,23.2,7.0,14.9,27.2,Semi-Arid,Ammonium Sulphate
Jalna,Sandy,Bajra,77.6,37.1,52.4,2.6,10.3,7.0,14.9,34.9,Summer,MOP
Satara,Red,Sugarcane,272.7,106.9,220.0,9.1,44.5,7.0,4.2,30.7,Pre-Monsoon,Complex Fertilizer
Satara,Black,Sugarcane,229.4,101.5,225.1,5.4,26.8,7.4,9.2,30.8,Winter,Urea
Chandrapur,Red,Rice,113.6,76.4,69.8,4.3,10.7,6.5,8.9,27.4,Monsoon,Urea
Pune,Alluvial,Sugarcane,259.0,90.4,179.8,7.7,38.1,6.9,9.0,28.4,Pre-Monsoon,Complex Fertilizer
Nagpur,Black,Cotton,119.1,55.5,44.6,3.0,25.2,7.3,9.3,28.9,Winter,NPK 19:19:19
Kolhapur,Red,Rice,139.8,59.6,69.9,3.7,14.1,7.1,10.9,34.2,Pre-Monsoon,Urea
Buldhana,Red,Cotton,178.8,67.9,51.4,3.7,17.1,5.7,9.7,33.1,Monsoon,NPK 19:19:19
Aurangabad,Red,Soybean,33.2,81.1,53.6,4.6,17.9,5.9,18.8,35.5,Post-Monsoon,NPK 12:32:16
Amravati,Black,Soybean,27.8,86.2,59.7,4.9,18.9,8.2,8.4,28.3,Post-Monsoon,NPK 12:32:16
Akola,Black,Cotton,124.3,56.2,67.3,2.8,19.0,8.4,11.7,27.9,Winter,Urea
Parbhani,Black,Sorghum,76.8,52.2,49.9,4.8,21.4,7.9,8.6,33.2,Semi-Arid,Ammonium Sulphate
Solapur,Black,Sorghum,87.4,51.1,52.7,4.5,14.5,7.4,3.9,28.5,Winter,DAP
Jalna,Red,Cotton,199.1,45.7,47.3,4.5,22.1,5.8,18.4,32.6,Post-Monsoon,Complex Fertilizer
Jalgaon,Red,Banana,211.2,170.2,328.7,7.2,32.6,6.9,6.5,34.7,Monsoon,DAP
Bhandara,Red,Soybean,39.5,99.4,42.2,2.9,14.5,6.8,5.6,28.2,Monsoon,Superphosphate
Washim,Red,Cotton,144.3,81.1,62.8,3.8,15.9,7.2,12.4,30.4,Winter,Complex Fertilizer
Jalna,Black,Cotton,105.7,55.8,40.9,4.2,17.3,7.4,15.3,28.8,Post-Monsoon,Complex Fertilizer
Nashik,Red,Tomato,222.9,98.0,164.2,3.5,27.9,6.2,8.9,28.6,Moderate Rainfall,Superphosphate
Jalna,Red,Cotton,155.7,48.8,77.1,4.3,18.4,6.5,10.1,37.6,Dry,DAP
Osmanabad,Black,Sorghum,69.9,37.5,57.6,2.4,21.9,8.2,12.5,35.7,Semi-Arid,Organic Compost
Solapur,Black,Sorghum,70.4,49.9,45.5,4.2,13.1,7.3,3.4,26.7,Winter,DAP
Parbhani,Black,Sorghum,80.5,53.1,47.5,4.7,21.6,8.3,16.1,35.9,Dry,Organic Compost
Nandurbar,Alluvial,Maize,145.6,58.3,42.9,4.3,26.3,6.7,9.6,31.7,Moderate Rainfall,DAP
Ratnagiri,Sandy,Coconut,722.2,395.8,1586.6,9.8,26.7,6.6,7.2,26.7,Heavy Rainfall,Ammonium Sulphate
Satara,Red,Sugarcane,223.5,116.9,193.7,8.5,41.3,6.9,4.0,29.3,Pre-Monsoon,Complex Fertilizer
Thane,Sandy,Coconut,684.2,417.8,1824.0,11.2,39.5,6.2,6.3,25.0,Monsoon,MOP
Amravati,Black,Cotton,97.0,47.9,49.2,3.8,16.5,7.2,4.9,28.1,Monsoon,Urea
Buldhana,Clay,Soybean,41.0,78.8,48.3,4.4,20.1,7.8,9.1,28.8,Monsoon,NPK 12:32:16
Wardha,Clay,Cotton,136.1,34.7,51.8,4.5,18.7,7.4,6.3,33.8,Monsoon,DAP
Yavatmal,Red,Soybean,33.9,113.1,66.3,4.2,22.1,5.8,8.1,29.8,Monsoon,DAP
Gondia,Red,Rice,140.9,59.8,70.4,5.3,10.6,5.8,11.3,32.7,Monsoon,NPK 12:32:16
Jalna,Red,Cotton,129.2,69.2,78.7,4.4,18.0,6.2,9.9,33.3,Semi-Arid,Urea
Satara,Alluvial,Wheat,122.4,55.6,52.1,3.5,20.6,6.8,5.3,27.0,Pre-Monsoon,DAP
Pune,Black,Sugarcane,293.1,105.4,203.4,5.4,34.7,7.1,3.3,25.9,Pre-Monsoon,Complex Fertilizer
Mumbai Suburban,Red,Rice,126.1,67.1,67.2,4.3,11.1,6.6,4.4,27.0,Heavy Rainfall,NPK 12:32:16
Osmanabad,Sandy,Bajra,70.2,33.1,39.0,5.0,10.6,6.4,11.9,29.6,Dry,Complex Fertilizer
Beed,Red,Cotton,111.8,73.5,62.7,4.5,20.4,5.5,21.0,37.4,Post-Monsoon,NPK 19:19:19
Jalgaon,Black,Cotton,96.4,49.8,46.3,3.9,24.9,8.3,4.4,29.1,Winter,Complex Fertilizer
Osmanabad,Black,Sorghum,89.1,48.8,56.8,2.7,18.8,8.0,12.7,35.3,Semi-Arid,Organic Compost
Aurangabad,Sandy,Bajra,71.7,44.5,40.1,3.1,16.4,7.2,8.3,32.6,Post-Monsoon,Ammonium Sulphate
Chandrapur,Clay,Rice,106.6,60.8,47.3,4.5,12.2,7.0,8.0,28.0,Monsoon,Urea
Washim,Red,Cotton,139.8,63.9,48.1,3.2,16.1,6.8,5.4,30.4,Monsoon,NPK 19:19:19
Latur,Red,Soybean,39.6,89.2,42.4,3.4,20.9,6.2,11.0,36.2,Semi-Arid,NPK 12:32:16
Latur,Red,Sorghum,85.5,63.2,58.2,5.6,11.2,6.5,12.4,33.9,Dry,Ammonium Sulphate
Osmanabad,Red,Cotton,107.0,41.2,47.2,3.6,20.0,6.7,12.3,31.1,Dry,DAP
Palghar,Laterite,Rice,151.4,69.9,70.2,3.7,11.4,5.8,4.2,26.1,Humid,DAP
Pune,Red,Vegetables,138.1,73.9,98.9,3.8,28.9,6.3,6.4,27.5,Winter,Ammonium Sulphate
Washim,Clay,Soybean,35.2,78.9,54.9,3.9,29.4,7.3,12.3,33.5,Moderate Rainfall,DAP
Ahmednagar,Clay,Sugarcane,248.0,111.5,189.6,8.6,37.2,7.8,3.5,33.3,Post-Monsoon,Urea
Akola,Clay,Soybean,31.2,74.2,45.6,2.9,23.5,6.9,5.2,28.8,Winter,DAP
Bhandara,Red,Rice,96.2,66.7,62.1,3.6,20.6,6.9,4.8,26.1,Moderate Rainfall,DAP
Satara,Alluvial,Wheat,99.3,52.4,56.9,3.9,19.7,6.6,6.7,25.0,Pre-Monsoon,DAP
Jalna,Red,Cotton,127.0,55.2,78.1,4.4,16.6,6.2,10.1,35.1,Dry,DAP
Mumbai Suburban,Sandy,Vegetables,194.4,64.7,117.5,2.9,19.2,7.5,5.7,26.9,Monsoon,Vermicompost
